,POD,COM_ID,CSL_ID,CNTR_ID,ENCODED_TERM,COST_TERM,POD_ID,ETD_POL_D,PARTY_ID,PARTY_ID_EN,PARTY_NAME,POD_ID_EN,ETA_ETD_NO,CNTR_SIZE,ENCODED_TYPE,CNTR_TYPE,RATE
0,2023-01-01,010,ECS010221200250,010000300702,2,FP,LAEM CHABANG,THLCH,01006636,1006636,SAMUDERA SHIPPING LINE LTD,2283159604,20230101,40,1,HC,375
1,2023-01-02,010,ECS010221100414,010000296079,2,FP,DURBAN,ZADUR,010026822,10026822,OCEAN NETWORK EXPRESS PTE LTD,3893107451,20230102,40,1,HC,500
2,2023-01-03,010,ECS010221200039,010000282060,2,FP,PORT LOUIS,MUPLU,01005812,1005812,PACIFIC INTERNATIONAL LINES (PTE) LTD,1399520203,20230103,40,1,HC,3300
3,2023-01-04,010,ECS010221100260,010000299662,2,FP,SHANGHAI,CNSHA,01005114,1005114,KMTC (SINGAPORE) PTE LTD,2239773858,20230104,40,1,HC,125
4,2023-01-05,010,ECS010221200072,010000292993,2,FP,SANTOS,BRSSZ,010026822,10026822,OCEAN NETWORK EXPRESS PTE LTD,1953456901,20230105,40,1,HC,574
5,2023-01-06,010,ECS010221200016,010000295534,2,FP,TEMA,GHTEM,01001591,1001591,COSCO SHIPPING LINES (SINGAPORE) PTE LTD,727282908,20230106,40,1,HC,3100
6,2023-01-07,010,ECS010221100103,010000312655,2,FP,TAICHUNG,TWTXG,01008573,1008573,WAN HAI INTERNATIONAL PTE LTD,1520839859,20230107,20,2,GP,1575
7,2023-01-08,010,ECS010221200428,010000311150,2,FP,LAEM CHABANG,THLCH,01006636,1006636,SAMUDERA SHIPPING LINE LTD,2283159604,20230108,40,1,HC,465
8,2023-01-10,010,ECS010221200035,010000318969,2,FP,YANGON (AWPT),MMAWT,01005767,1005767,OV LOGISTICS PTE LTD,287669290,20230110,40,1,HC,2500
9,2023-01-11,010,ECS010221100056,010000294194,2,FP,KAOHSIUNG,TWKHH,01008827,1008827,YANG MING (SINGAPORE) PTE. LTD.,1952508587,20230111,40,1,HC,250
10,2023-01-13,010,ECS010221200232,010000314966,2,FP,TAMATAVE (TOAMASINA),MGTMM,01005812,1005812,PACIFIC INTERNATIONAL LINES (PTE) LTD,2395733464,20230113,40,1,HC,1450
11,2023-01-14,010,ECS010221200358,010000305270,2,FP,XINGANG,CNTXG,01005114,1005114,KMTC (SINGAPORE) PTE LTD,1774014664,20230114,40,1,HC,700
12,2023-01-15,010,ECS010230100166,010000339267,2,FP,CHITTAGONG,BDCGP,010005467,10005467,FEDERATED CARGO LINE PTE LTD,411698144,20230115,40,1,HC,700
13,2023-01-17,010,ECS010221200417,010000332800,2,FP,BANGKOK,THBKK,01006636,1006636,SAMUDERA SHIPPING LINE LTD,2469764333,20230117,40,1,HC,400
14,2023-01-18,010,ECS010221200010,010000317795,2,FP,ABIDJAN,CIABJ,01001591,1001591,COSCO SHIPPING LINES (SINGAPORE) PTE LTD,1027672632,20230118,40,1,HC,2250
15,2023-01-19,010,ECS010221200338,010000326567,2,FP,PARANAGUA,BRPNG,010026822,10026822,OCEAN NETWORK EXPRESS PTE LTD,2399335529,20230119,40,4,HC NOR,1150
16,2023-01-20,010,ECS010230100171,010000340429,2,FP,LAEM CHABANG,THLCH,01001591,1001591,COSCO SHIPPING LINES (SINGAPORE) PTE LTD,2283159604,20230120,40,1,HC,160
17,2023-01-21,010,ECS010221200290,010000334380,2,FP,VANCOUVER,CAVAN,01008827,1008827,YANG MING (SINGAPORE) PTE. LTD.,4029206050,20230121,40,1,HC,2500
18,2023-01-22,010,ECS010221200434,010000343817,2,FP,LATKRABANG,THLKR,01006636,1006636,SAMUDERA SHIPPING LINE LTD,2524903903,20230122,40,1,HC,450
19,2023-01-23,010,ECS010221200359,010000338869,2,FP,XINGANG,CNTXG,01005114,1005114,KMTC (SINGAPORE) PTE LTD,1774014664,20230123,20,2,GP,125
20,2023-01-25,010,ECS010221200336,010000338865,2,FP,DURBAN,ZADUR,010026822,10026822,OCEAN NETWORK EXPRESS PTE LTD,3893107451,20230125,40,1,HC,1750
21,2023-01-26,010,ECS010221200422,010000343037,2,FP,BELAWAN,IDBLW,01006636,1006636,SAMUDERA SHIPPING LINE LTD,3153499002,20230126,20,2,GP,280
22,2023-01-27,010,ECS010221200208,010000340325,2,FP,RIO DE JANEIRO,BRRIO,010021067,10021067,CMA CGM AND ANL SECURITIES B.V.,1989601294,20230127,40,4,HC NOR,767
23,2023-01-28,010,ECS010221200537,010000340294,2,FP,NAVEGANTES,BRNVT,010026822,10026822,OCEAN NETWORK EXPRESS PTE LTD,3638167654,20230128,40,4,HC NOR,700
24,2023-01-29,010,ECS010221200373,010000347727,2,FP,HONG KONG,HKHKG,01005114,1005114,KMTC (SINGAPORE) PTE LTD,4080053569,20230129,40,1,HC,590
25,2023-01-30,010,ECS010221200095,010000347555,2,FP,KAOHSIUNG,TWKHH,01008827,1008827,YANG MING (SINGAPORE) PTE. LTD.,1952508587,20230130,40,1,HC,400
26,2023-01-31,010,ECS010230100481,010000354957,2,FP,DURBAN,ZADUR,010026822,10026822,OCEAN NETWORK EXPRESS PTE LTD,3893107451,20230131,40,1,HC,800
27,2023-02-02,010,ECS010230100129,010000357747,2,FP,INCHEON,KRINC,01008573,1008573,WAN HAI INTERNATIONAL PTE LTD,3793034009,20230202,20,2,GP,350
28,2023-02-03,010,ECS010230100137,010000357766,2,FP,TAICHUNG,TWTXG,01008573,1008573,WAN HAI INTERNATIONAL PTE LTD,1520839859,20230203,40,1,HC,1565
29,2023-02-04,010,ECS010230100006,010000349024,2,FP,NAVEGANTES,BRNVT,010026822,10026822,OCEAN NETWORK EXPRESS PTE LTD,3638167654,20230204,40,1,HC,700
30,2023-02-05,010,ECS010221200505,010000350022,2,FP,DURBAN,ZADUR,010026822,10026822,OCEAN NETWORK EXPRESS PTE LTD,3893107451,20230205,40,1,HC,625
31,2023-02-06,010,ECS010230100328,010000361391,2,FP,LATKRABANG,THLKR,01006636,1006636,SAMUDERA SHIPPING LINE LTD,2524903903,20230206,40,1,HC,450
32,2023-02-07,010,ECS010230200016,010000371126,2,FP,SANTOS,BRSSZ,01005812,1005812,PACIFIC INTERNATIONAL LINES (PTE) LTD,1953456901,20230207,40,1,HC,1060
33,2023-02-08,010,ECS010230100192,010000357863,2,FP,SHANGHAI,CNSHA,01008827,1008827,YANG MING (SINGAPORE) PTE. LTD.,2239773858,20230208,40,1,HC,390
34,2023-02-09,010,ECS010230100058,010000368962,2,FP,TEMA,GHTEM,01001591,1001591,COSCO SHIPPING LINES (SINGAPORE) PTE LTD,727282908,20230209,40,1,HC,1600
35,2023-02-10,010,ECS010230100424,010000374457,2,FP,RIO GRANDE (BRAZIL),BRRIG,010026822,10026822,OCEAN NETWORK EXPRESS PTE LTD,282526262,20230210,40,4,HC NOR,800
36,2023-02-11,010,ECS010230100494,010000371215,2,FP,PORT LOUIS,MUPLU,010021846,10021846,MSC MEDITERRANEAN SHIPPING CO SA,1399520203,20230211,40,1,HC,3400
37,2023-02-12,010,ECS010230100258,010000374677,2,FP,XINGANG,CNTXG,01005114,1005114,KMTC (SINGAPORE) PTE LTD,1774014664,20230212,40,1,HC,250
38,2023-02-13,010,ECS010230100352,010000368072,2,FP,DURBAN,ZADUR,010026822,10026822,OCEAN NETWORK EXPRESS PTE LTD,3893107451,20230213,40,1,HC,2800
39,2023-02-14,010,ECS010230100436,010000379426,2,FP,BANGKOK,THBKK,01006636,1006636,SAMUDERA SHIPPING LINE LTD,2469764333,20230214,40,1,HC,300
40,2023-02-16,010,ECS010230100215,010000384898,2,FP,HONG KONG,HKHKG,01005114,1005114,KMTC (SINGAPORE) PTE LTD,4080053569,20230216,40,1,HC,200
41,2023-02-17,010,ECS010230100357,010000381017,2,FP,JAKARTA,IDJKT,010026822,10026822,OCEAN NETWORK EXPRESS PTE LTD,2909436932,20230217,40,1,HC,350
42,2023-02-18,010,ECS010230100070,010000384145,2,FP,YANTIAN,CNYTN,01001591,1001591,COSCO SHIPPING LINES (SINGAPORE) PTE LTD,2172061097,20230218,20,2,GP,925
43,2023-02-19,010,ECS010230100433,010000381751,2,FP,DUBAI (JEBEL ALI),AEDXB,01006364,1006364,RCL FEEDER PTE LTD,1482268942,20230219,40,1,HC,650
44,2023-02-20,010,ECS010221200055,010000378365,2,FP,HONG KONG,HKHKG,01008827,1008827,YANG MING (SINGAPORE) PTE. LTD.,4080053569,20230220,40,1,HC,1100
45,2023-02-21,010,ECS010230200276,010000391865,2,FP,CONSTANTA CFS,ROCND,010027360,10027360,MAERSK  A/S.,344504011,20230221,20,2,GP,1750
46,2023-02-22,010,ECS010230100437,010000399716,2,FP,BANGKOK,THBKK,01006636,1006636,SAMUDERA SHIPPING LINE LTD,2469764333,20230222,40,1,HC,300
47,2023-02-23,010,ECS010230100301,010000392048,2,FP,CHATTOGRAM (CHITTAGONG),BDCGP,010005467,10005467,FEDERATED CARGO LINE PTE LTD,3981700753,20230223,20,2,GP,500
48,2023-02-24,010,ECS010230100176,010000390249,2,FP,ALEXANDRIA (EL DEKHELA PORT),EGEDK,01008827,1008827,YANG MING (SINGAPORE) PTE. LTD.,1040796511,20230224,40,1,HC,2000
49,2023-02-26,010,ECS010230100426,010000399196,2,FP,RIO GRANDE (BRAZIL),BRRIG,010026822,10026822,OCEAN NETWORK EXPRESS PTE LTD,282526262,20230226,40,4,HC NOR,1100
50,2023-02-27,010,ECS010230100453,010000390846,2,FP,LAEM CHABANG,THLCH,01006636,1006636,SAMUDERA SHIPPING LINE LTD,2283159604,20230227,40,1,HC,300
51,2023-02-28,010,ECS010230100438,010000404994,2,FP,BANGKOK,THBKK,01006636,1006636,SAMUDERA SHIPPING LINE LTD,2469764333,20230228,40,1,HC,300
